url_length,path_length,query_string_length,payload_length,special_char_count,digit_count,uppercase_count,lowercase_count,dot_count,slash_count,percent_encoding_count,null_byte_count,path_depth,query_param_count,has_ip_in_url,is_https,payload_entropy,special_char_ratio,digit_ratio,sql_keyword_count,sql_comment_sequence_count,sql_boolean_logic_count,nosql_operator_count,command_injection_count,xss_keyword_count,xss_event_handler_count,xss_context_break_count,path_traversal_sequence_count,path_traversal_depth,lfi_wrapper_usage,ssrf_indicator_count,open_redirect_param_count,has_user_agent,user_agent_length,user_agent_known_bot,header_order_anomaly,has_cookie,cookie_count,has_referer,has_origin,has_authorization,has_content_security_policy,has_strict_transport_security,has_x_frame_options,status_code,response_length,response_time,contains_error,is_redirect,response_entropy,secure_cookie_present,httponly_cookie_present,server_header_present,missing_security_headers_count,request_anomaly_score,label,label_name
56,5,26,21,24,0,0,53,6,11,0,0,1,1,0,1,3.820888851350189,0.3116883116883117,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,59,0,1,0,0,0,0,0,1,1,1,500,10778,2.9682280489838524,1,0,2.5192295515213488,0,0,1,2,0.2,4,path_traversal
29,9,0,0,7,0,0,22,2,3,0,0,1,0,0,1,0.0,0.2413793103448276,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,0,1,0,0,0,0,0,1,1,0,404,23724,0.4729981002993184,1,0,2.27826720996222,0,1,0,4,0.0,6,recon
29,10,0,39,9,6,0,53,1,4,0,0,2,0,0,1,4.4261772187513015,0.1323529411764706,0.08823529411764706,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,0,1,1,0,0,1,1,302,43522,1.082672913237486,0,1,1.6467267055450145,1,0,0,5,0.0,0,normal
78,5,48,43,44,14,0,63,24,5,12,1,1,1,0,1,3.186902457898894,0.36363636363636365,0.11570247933884298,0,0,0,0,0,0,0,0,1,10,0,0,0,1,22,1,1,0,0,0,0,0,0,1,0,403,43128,2.474766393958957,1,0,3.495794677874867,0,0,1,3,0.2,4,path_traversal
24,4,0,0,6,0,0,18,2,3,0,0,1,0,0,1,0.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,0,0,0,0,0,1,1,0,302,45259,0.26865562203744986,0,1,2.3404271906376772,1,0,1,0,0.0,6,recon
28,5,0,40,9,2,0,57,1,3,1,0,1,0,0,0,3.9061983328100953,0.1323529411764706,0.029411764705882353,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,1,0,0,0,0,0,0,0,0,500,1611,0.24890078952382694,1,0,6.746124447444802,1,1,1,3,0.0,5,auth_attack
53,6,23,17,24,6,0,40,2,7,0,0,1,1,0,1,3.499227547132693,0.34285714285714286,0.08571428571428572,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,1,1,0,0,0,0,0,0,1,1,403,29198,9.857559739081484,1,0,0.8466336799198664,1,1,0,5,0.2,3,ssrf
53,12,21,0,10,0,0,43,1,4,0,0,2,1,0,1,0.0,0.18867924528301888,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,1,0,0,0,1,1,200,36647,0.7772398786151049,0,0,0.5005252416364752,1,0,1,0,0.0,0,normal
36,17,0,0,7,0,0,29,1,5,0,0,3,0,0,1,0.0,0.19444444444444445,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0,1,1,1,1,200,34546,0.4542664365620641,0,0,1.4355750852313252,0,1,1,1,0.0,0,normal
32,13,0,43,9,13,0,53,1,4,0,0,2,0,0,1,4.078028279096584,0.12,0.17333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,1,0,0,1,1,0,1,1,1,302,41813,0.3408754808399813,0,1,7.859524605940464,1,0,0,3,0.0,0,normal
55,7,27,0,15,1,0,39,2,4,0,0,1,1,0,1,0.0,0.2727272727272727,0.01818181818181818,0,0,0,0,2,2,0,4,0,0,0,0,0,1,11,1,1,0,0,0,0,0,1,1,0,404,15482,0.9532566280109173,1,0,6.50226901550595,0,1,0,2,0.0,6,recon
33,14,0,0,6,0,0,27,1,4,0,0,2,0,0,1,0.0,0.18181818181818182,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,0,0,1,0,200,43558,0.4433385313035713,0,0,7.255843058081883,0,0,0,5,0.0,0,normal
69,8,38,36,20,6,4,73,2,3,4,0,1,1,0,1,4.336591668108979,0.19047619047619047,0.05714285714285714,0,0,0,0,0,3,0,0,0,0,0,0,0,1,22,1,1,0,0,1,0,0,0,1,1,500,7195,0.43376236492855014,1,0,7.402422819729141,1,1,0,5,0.0,2,xss
63,7,32,25,34,18,0,36,8,7,0,0,1,1,0,1,3.288884070537636,0.38636363636363635,0.20454545454545456,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,0,0,0,0,1,1,0,403,43383,0.6167608568721901,1,0,5.074015153035224,1,0,0,2,0.2,3,ssrf
32,13,0,76,14,8,0,86,2,4,0,0,2,0,0,1,4.792620159047168,0.12962962962962962,0.07407407407407407,1,0,0,0,0,0,0,0,0,0,0,0,0,1,65,0,1,0,0,1,1,0,0,1,1,201,15181,0.9984541753823263,0,0,6.200516560237454,1,0,1,1,0.0,0,normal
40,7,14,12,15,6,6,21,1,3,0,0,1,1,0,0,2.8553885422075336,0.28846153846153844,0.11538461538461539,1,1,1,0,0,0,0,2,0,0,0,0,0,1,49,0,1,0,0,0,0,0,0,0,0,403,26827,2.7433075745558777,1,0,3.6141826321478177,1,0,1,5,0.0,1,injection
40,7,14,12,17,4,6,21,1,3,0,0,1,1,0,0,2.584962500721156,0.3269230769230769,0.07692307692307693,1,0,1,0,0,0,0,8,0,0,0,0,0,1,59,0,1,0,0,0,0,0,0,0,0,200,19656,1.9770322454932896,0,0,3.890235902422436,1,0,1,3,0.0,1,injection
31,12,0,0,6,0,0,25,1,4,0,0,2,0,0,1,0.0,0.1935483870967742,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,1,0,0,1,1,1,200,6189,0.1224612323421763,0,0,7.7409093396889554,0,0,0,3,0.0,0,normal
60,6,30,26,18,0,0,68,2,7,0,0,1,1,0,1,3.8542858719872464,0.20930232558139536,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12,1,1,0,0,0,0,0,0,1,0,200,37369,1.7653809121747133,0,0,7.980587952368838,0,0,0,2,0.0,3,ssrf
30,11,0,0,6,0,0,24,1,4,0,0,2,0,0,1,0.0,0.2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,1,0,0,1,1,1,200,752,0.5370119463676303,0,0,1.0141516616950774,0,1,0,1,0.0,0,normal
42,10,12,0,9,0,0,33,1,4,0,0,2,1,0,1,0.0,0.21428571428571427,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,0,1,1,0,200,10192,0.2630819646962392,0,0,4.77945933556443,1,0,0,1,0.0,0,normal
28,5,0,72,29,0,0,64,2,3,0,0,1,0,0,1,3.9328751778080844,0.29,0.0,1,0,0,0,0,0,0,14,0,0,0,0,0,1,49,0,1,0,0,0,0,0,0,1,1,200,30788,0.14862296544335912,0,0,4.975501260339965,1,0,1,5,0.2,7,api_abuse
32,13,0,0,6,0,0,26,1,4,0,0,2,0,0,1,0.0,0.1875,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,1,0,0,0,1,1,200,8386,0.3113633751440793,0,0,6.041020512222696,1,1,1,3,0.0,0,normal
29,10,0,0,6,0,0,23,1,4,0,0,2,0,0,1,0.0,0.20689655172413793,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,0,0,1,0,200,40618,0.6155685806267208,0,0,2.116388510277309,0,1,0,4,0.0,0,normal
39,7,13,11,17,4,4,21,1,3,0,0,1,1,0,0,2.3685225277282065,0.34,0.08,1,0,2,0,0,0,0,8,0,0,0,0,0,1,12,1,1,0,0,0,0,0,0,0,0,403,21764,3.5381930120036365,1,0,6.047999459888082,0,1,1,5,0.0,1,injection
36,13,0,33,10,0,0,59,1,3,0,0,1,0,0,0,4.104407755459851,0.14492753623188406,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,11,0,1,0,0,0,0,0,1,0,1,401,28434,0.4979675150546935,1,0,3.624566703926422,0,1,1,4,0.0,5,auth_attack
32,13,0,0,6,0,0,26,1,4,0,0,2,0,0,1,0.0,0.1875,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,0,1,1,0,200,27720,0.31365458885342634,0,0,7.779160712926194,0,0,0,4,0.0,0,normal
70,8,39,34,18,2,0,80,2,3,0,0,1,1,0,1,4.124083797069061,0.17307692307692307,0.019230769230769232,0,0,0,0,2,1,1,4,0,0,0,0,0,1,72,0,1,0,0,1,0,0,0,1,1,200,2733,1.1592604159862518,0,0,6.851959567123396,0,0,0,3,0.0,2,xss
33,14,0,26,16,3,0,37,1,5,0,0,3,0,0,1,3.825251737288651,0.2711864406779661,0.05084745762711865,1,0,0,0,0,0,0,4,0,0,0,0,0,1,21,0,1,0,0,0,0,1,1,1,1,200,18304,0.1301139197169674,0,0,6.486473763749622,0,0,1,0,0.0,0,normal
36,7,10,8,13,0,0,31,1,3,0,0,1,1,0,0,2.75,0.29545454545454547,0.0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,49,0,1,0,0,0,0,0,0,0,0,500,35376,2.5018082225272726,1,0,4.2841740239390385,0,1,1,4,0.0,1,injection
78,8,47,42,32,2,58,28,2,7,0,0,1,1,0,1,3.6490012097103404,0.26666666666666666,0.016666666666666666,0,0,0,0,2,2,0,16,0,0,0,0,0,1,49,0,1,0,0,1,0,0,0,1,1,200,5739,0.39160180315874116,0,0,7.599221898284961,1,1,0,0,0.2,2,xss
93,8,60,51,84,0,0,60,52,5,0,0,1,1,0,1,2.2091757388862225,0.5833333333333334,0.0,0,0,0,0,0,0,0,0,1,12,0,0,0,1,12,1,1,0,0,0,0,0,0,1,0,500,14549,1.3778260527012391,1,0,2.4716896873700107,1,1,0,0,0.2,4,path_traversal
36,17,0,26,16,3,0,40,1,5,0,0,3,0,0,1,3.825251737288651,0.25806451612903225,0.04838709677419355,1,0,0,0,0,0,0,4,0,0,0,0,0,1,35,0,1,0,0,0,0,1,0,1,1,200,16880,0.13945065747807717,0,0,5.3136254570986825,1,0,1,2,0.0,0,normal
60,11,25,0,15,3,0,42,2,4,0,0,2,2,0,1,0.0,0.25,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,0,0,0,0,0,1,1,0,403,26155,0.4207469135758024,1,0,4.847622877001329,0,0,0,0,0.0,7,api_abuse
64,8,33,28,20,2,0,66,2,3,0,0,1,1,0,1,4.107010619399146,0.21739130434782608,0.021739130434782608,1,0,0,0,2,2,1,4,0,0,0,0,0,1,59,0,1,0,0,1,0,0,0,1,0,403,24790,1.0979190004530304,1,0,7.352305026734032,0,1,0,2,0.0,2,xss
36,13,0,35,11,0,0,60,1,3,0,0,1,0,0,0,3.8401568604088596,0.15492957746478872,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,11,0,1,0,0,0,0,0,1,0,1,403,2289,1.8461005486505115,1,0,7.896149590048832,1,0,1,2,0.0,5,auth_attack
41,9,12,0,8,0,0,33,1,4,0,0,2,1,0,1,0.0,0.1951219512195122,0.0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,65,0,0,0,0,1,0,0,1,1,1,200,43635,0.12127071669992352,0,0,0.5106811349857785,0,1,1,2,0.0,0,normal
31,12,0,0,6,0,0,25,1,4,0,0,2,0,0,1,0.0,0.1935483870967742,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,1,0,0,0,1,1,200,10520,0.34797406694862726,0,0,1.3222855009869212,0,1,1,1,0.0,0,normal
60,8,28,19,22,14,0,43,8,7,0,0,1,1,1,1,3.2210972500579573,0.27848101265822783,0.17721518987341772,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,1,0,0,0,0,0,0,1,1,500,34934,3.8146534467306568,1,0,3.5946884559160823,0,1,0,1,0.2,3,ssrf
65,5,35,28,32,8,0,53,10,13,4,2,1,1,0,1,3.6070106193991465,0.34408602150537637,0.08602150537634409,0,0,0,0,0,0,0,0,0,0,1,0,0,1,59,0,1,0,0,0,0,0,1,1,1,500,31478,1.7858855632051465,1,0,7.574269232798425,1,1,1,4,0.2,4,path_traversal
63,5,34,27,18,8,0,64,2,7,0,0,1,1,0,1,3.778423503030125,0.2,0.08888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,0,0,0,0,0,1,0,500,28796,7.3148164877014725,1,0,6.20365787234605,1,1,1,3,0.0,3,ssrf
72,8,41,36,18,6,4,76,2,3,4,0,1,1,0,1,4.218128820706467,0.16666666666666666,0.05555555555555555,0,0,0,0,0,1,0,0,0,0,0,0,0,1,72,0,1,0,0,1,0,0,0,1,1,200,26741,1.0646097728922321,0,0,0.712023619521382,1,1,1,5,0.0,2,xss
24,0,0,0,6,3,0,15,2,2,0,0,0,0,0,1,0.0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,0,0,0,0,0,0,1,1,301,44934,0.5424431809095729,0,1,4.282655351849879,0,1,1,4,0.0,6,recon
66,7,36,28,20,2,0,68,2,3,0,0,1,1,0,1,4.107010619399146,0.2127659574468085,0.02127659574468085,1,0,0,0,2,2,1,4,0,0,0,0,0,1,11,1,1,0,0,1,0,0,0,1,1,403,3156,1.264706842577912,1,0,5.928337296724981,1,0,1,2,0.0,2,xss
48,6,18,11,22,2,0,35,2,7,0,0,1,1,0,1,2.8453509366224368,0.3728813559322034,0.03389830508474576,0,0,0,0,0,0,0,0,0,0,0,1,0,1,72,0,1,0,0,0,0,0,1,1,1,502,27101,5.381204596731684,1,0,6.147970013697059,0,1,0,1,0.2,3,ssrf
60,11,25,0,15,3,0,42,2,4,0,0,2,2,0,1,0.0,0.25,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,1,0,0,0,0,0,0,1,1,500,44009,0.10902966401848642,1,0,6.003791573446182,0,1,0,5,0.0,7,api_abuse
42,10,12,0,9,0,0,33,1,4,0,0,2,1,0,1,0.0,0.21428571428571427,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,0,1,1,0,200,44937,0.44975116526887754,0,0,3.5016639047708216,1,1,0,1,0.0,0,normal
33,14,0,39,10,7,0,55,1,5,0,0,3,0,0,1,4.304257026388136,0.1388888888888889,0.09722222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,0,0,1,1,0,1,1,1,302,38969,1.1417483060552795,0,1,6.903738974690427,1,0,0,5,0.0,0,normal
44,7,18,16,13,2,20,21,1,3,0,0,1,1,0,0,3.625,0.21666666666666667,0.03333333333333333,1,1,0,0,1,0,0,0,0,0,0,0,0,1,11,1,1,0,0,0,0,0,0,0,0,500,24578,4.525907608083928,1,0,0.5768361856801675,1,1,1,5,0.0,1,injection
118,5,88,79,34,58,0,105,2,11,18,0,1,1,0,1,3.6541839405438825,0.17258883248730963,0.29441624365482233,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,1,0,0,0,0,0,0,1,0,500,7930,1.049716383535052,1,0,3.7648621307993633,1,0,0,5,0.2,4,path_traversal
59,7,28,24,34,14,0,35,8,7,0,0,1,1,0,1,3.4072682296173893,0.40963855421686746,0.1686746987951807,1,0,0,0,0,0,0,0,0,0,0,0,1,1,72,0,1,0,0,0,0,0,1,1,0,502,32413,5.845878015194516,1,0,3.138111550327684,1,0,1,0,0.2,3,ssrf
39,7,13,11,17,4,4,21,1,3,0,0,1,1,0,0,2.3685225277282065,0.34,0.08,1,0,2,0,0,0,0,8,0,0,0,0,0,1,12,1,1,0,0,0,0,0,1,0,1,500,25701,1.8922339221891473,1,0,4.335964583194082,1,1,1,1,0.0,1,injection
73,9,39,30,34,0,0,69,12,13,0,0,1,1,0,1,3.3622673813539397,0.3300970873786408,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,65,0,1,0,0,0,0,0,0,1,0,404,15988,1.9928356768913114,1,0,7.656388700095102,1,1,0,4,0.2,4,path_traversal
77,7,47,42,32,2,58,27,2,7,0,0,1,1,0,1,3.6490012097103404,0.2689075630252101,0.01680672268907563,0,0,0,0,2,2,0,16,0,0,0,0,0,1,12,1,1,0,0,1,0,0,0,1,1,200,46588,1.791302372732353,0,0,5.704564323742092,0,0,0,5,0.2,2,xss
29,6,0,42,10,0,0,61,1,3,0,0,1,0,0,0,4.0799503875701,0.14084507042253522,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,11,0,1,0,0,0,0,0,1,0,1,403,14952,1.68078336063593,1,0,3.927293252694429,1,0,0,0,0.0,5,auth_attack
33,14,0,0,7,0,0,26,1,5,0,0,3,0,0,1,0.0,0.21212121212121213,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,1,0,0,0,0,1,1,1,1,200,7515,0.07422328042835606,0,0,6.773131355100523,0,0,0,2,0.0,0,normal
28,9,0,0,6,0,0,22,1,4,0,0,2,0,0,1,0.0,0.21428571428571427,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,0,1,1,1,200,755,0.35061471917891307,0,0,2.273245148170295,1,1,0,4,0.0,0,normal
72,5,43,34,26,24,0,56,2,7,0,0,1,1,0,1,3.785561002824151,0.24528301886792453,0.22641509433962265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,0,0,0,0,0,1,0,403,22623,3.6778232751716597,1,0,1.73174103083831,0,1,0,5,0.2,3,ssrf
24,0,0,0,6,3,0,15,2,2,0,0,0,0,0,1,0.0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,0,0,0,0,0,1,1,1,302,4553,0.5700113008036312,0,1,4.237001178020556,0,0,1,2,0.0,6,recon
23,0,0,0,6,2,0,15,2,2,0,0,0,0,0,1,0.0,0.2608695652173913,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,0,0,0,0,1,1,0,404,35042,0.49848377263410565,1,0,2.1946793140083565,1,0,1,3,0.0,6,recon
49,7,21,0,18,0,0,31,8,7,0,0,1,1,0,1,0.0,0.3673469387755102,0.0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,65,0,1,0,0,0,0,0,0,1,1,404,28243,0.3268952971696528,1,0,1.9539337189164532,1,0,0,4,0.0,6,recon
32,13,0,0,6,0,0,26,1,4,0,0,2,0,0,1,0.0,0.1875,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,0,0,1,1,200,29256,0.3345812566439889,0,0,4.677202108255222,1,1,1,0,0.0,0,normal
69,8,38,36,18,6,4,73,2,3,4,0,1,1,0,1,4.218128820706467,0.17142857142857143,0.05714285714285714,0,0,0,0,0,1,0,0,0,0,0,0,0,1,59,0,1,0,0,1,0,0,1,1,0,500,5338,1.0037981809304442,1,0,3.2333947082471894,0,1,0,5,0.0,2,xss
36,9,7,0,8,0,0,28,1,4,0,0,2,1,0,1,0.0,0.2222222222222222,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,0,1,1,1,200,17311,0.30108798613176696,0,0,4.270117405028227,0,0,1,1,0.0,0,normal
32,13,0,0,6,0,0,26,1,4,0,0,2,0,0,1,0.0,0.1875,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,1,0,0,0,1,1,200,4224,0.7422062662437195,0,0,5.658367603303227,1,0,0,5,0.0,0,normal
31,12,0,91,15,3,4,92,3,4,0,0,2,0,0,1,4.516704797179163,0.12295081967213115,0.02459016393442623,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,1,0,0,1,1,0,1,1,0,200,4231,0.6109688869954545,0,0,1.9175778928703027,0,0,0,4,0.0,0,normal
25,5,0,0,7,0,0,18,3,3,0,0,1,0,0,1,0.0,0.28,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,0,0,0,0,1,1,1,200,32636,0.5046677772625972,0,0,5.629860062193339,0,0,1,2,0.0,6,recon
36,17,0,0,7,0,0,29,1,5,0,0,3,0,0,1,0.0,0.19444444444444445,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0,1,0,1,0,200,42126,0.43255185558513515,0,0,1.6529814947222903,1,0,1,0,0.0,0,normal
53,8,21,17,20,16,0,34,8,7,0,0,1,1,1,1,3.2195282822995477,0.2857142857142857,0.22857142857142856,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,1,1,0,0,0,0,0,0,1,0,403,45294,8.099413797865164,1,0,7.846035930495922,1,1,1,4,0.0,3,ssrf
33,14,0,38,10,7,0,54,1,5,0,0,3,0,0,1,4.313459750171824,0.14084507042253522,0.09859154929577464,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,0,0,1,1,0,1,1,1,200,4112,1.1679618622135244,0,0,5.325737189148381,1,1,1,0,0.0,0,normal
60,6,29,24,22,0,34,28,8,7,0,0,1,1,0,1,3.4906015629507228,0.2619047619047619,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,59,0,1,0,0,0,0,0,1,1,0,500,29880,2.009899194231684,1,0,7.077974095689776,0,0,0,5,0.2,4,path_traversal
31,12,0,0,6,0,0,25,1,4,0,0,2,0,0,1,0.0,0.1935483870967742,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,1,0,0,0,1,1,200,12216,0.20782045537640764,0,0,7.474597059267034,0,1,0,3,0.0,0,normal
33,10,0,72,30,0,0,68,2,4,0,0,2,0,0,1,3.9328751778080844,0.2857142857142857,0.0,1,0,0,0,0,0,0,14,0,0,0,0,0,1,12,1,1,0,0,0,0,0,0,1,0,200,46980,0.1801381351646303,0,0,1.4623366904496193,1,0,0,2,0.2,7,api_abuse
60,8,29,27,26,2,0,59,2,5,0,0,1,1,0,1,3.8561962982193796,0.2988505747126437,0.022988505747126436,0,0,0,0,2,2,0,12,0,0,0,0,0,1,65,0,1,0,0,1,0,0,0,1,1,403,164,0.685403677449243,1,0,5.630472947316511,0,1,0,0,0.2,2,xss
29,10,0,39,9,7,0,52,1,4,0,0,2,0,0,1,4.038499898783,0.1323529411764706,0.10294117647058823,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,0,1,1,0,0,1,0,302,45060,0.8524134097498106,0,1,5.096495371194295,0,0,1,0,0.0,0,normal
